CandidateID,PositionID,JobTitle,ApplicationDate,Source,Stage,DateatStage
 CAND-7151 , pos-169   ,Regional Sales,2025-12-20,"""Employee""""Referral""",  screened   ,"""""""""""2025--12--27"""""""""""
   CAND-7153   ,   POS-169   ,  Regional Sales   ,  2026-02-06  ,"""Job""""Fair""", Applied   , 2026-02-06 
N/A,N/A,  Regional Sales   ,"""2026--02--06""","""""""""""Job""""Fair""""""""""","""""""Rejected""""""""""",
CAND-7154, POS-169 ,   REGIONAL SALES  ,  2026-02-06 , Job Fair   ,Rejected,  2026-02-12   
  CAND-7156 ,,  Regional Sales    ,"""2026--01--15""","""""""""""LinkedIn""""""""""",Screened,   2026-01-22   
CAND-7157,   POS-169 ,#N/A, 2026-01-15   ,  Employee Referral  ,Interview 1,  2026-01-28 
   CAND-7158   ,   POS-169   ,   regional sales   ,   2026-01-15 ,"""""""""""employee""""referral""""""""""""""",  Interview 2   ,#N/A
CAND-7159,POS-169,, 2026-01-15 ,   Company Website   ,, 2026-02-05 
  CAND-7160    , POS-169 ,  Regional Sales ,  2026-01-15 ,Company Website,  Hired   ,  2026-02-07   
 CAND-7161 ,  POS-169  , Regional Sales   ,"""2026--01--07""",Company Website, Applied  , 2026-01-07   
"""""""""""""""CAND--7162""""""""""""""", POS-169  ,Regional Sales, 2026-01-07 ,Job Fair,   Screened  ,"""""""""""""""2026--01--14"""""""
CAND-7163,  pos-169  ,Regional Sales,  2026-01-07  ,"""Company""""Website""", Interview 1 ,   2026-01-16  
   CAND-7164   ,POS-169, Regional Sales ,   2026-01-07 , Job Fair ,  Interview 2   ,   2026-01-21 
#N/A, NULL ,   REGIONAL SALES ,2026-01-07,Indeed,Rejected, 2026-01-27 
  , POS-169  ,   Regional Sales   ,"""""""2026--01--08""""""",   LinkedIn  ,   Applied  , 2026-01-08 
 CAND-7167 ,   pos-169 ,  regional sales  ,#N/A,Company Website,screened,
N/A,  POS-169  ,"""""""""""""""REGIONAL""""SALES""""""""""",, LINKEDIN , NULL ,   2026-01-13   
    CAND-7169   ,"""""""""""POS--169""""""""""""""",   Regional Sales  ,  2026-01-08  ,  LinkedIn   , Interview 2  ,"""2026--01--17"""
CAND-7170,POS-169,,2026-01-08,Employee Referral,"""""""Rejected""""""", NULL 
cand-7171, pos-169  ,"""""""Regional""""Sales""""""""""""""",2026-01-09, COMPANY WEBSITE  , Rejected ,"""""""""""2026--01--09"""""""""""""""
#N/A,   POS-169  ,"""""""""""Regional""""Sales""""""""""",  2025-12-28   ,Company Website,  REJECTED    ,  
CAND-7172,"""""""""""POS--169""""""","""""""""""""""Regional""""Sales""""""",   2025-12-28 ,  Company Website ,Rejected,"""""""""""""""2025--12--28"""""""""""""""
 CAND-7174   ,"""""""""""""""POS--169""""""""""",  , 2025-12-26  ,   Job Fair , Applied ,"""""""2025--12--26"""""""
  cand-7175  ,"""""""POS--169""""""",  REGIONAL SALES   ,   2025-12-26   ,   LINKEDIN  ,   rejected  ,2025-12-28
   CAND-7176  ,"""""""""""POS--170""""""",Research,N/A,    JOB FAIR    ,  Applied  ,   2026-01-23  
  ,   POS-170   ,  Research   , 2026-01-23   , NULL ,   Screened , 2026-01-25  
  CAND-7178  ,POS-170,#N/A,"""""""2026--01--23""""""",Job Fair,   Interview 1  ,   2026-01-31   
   CAND-7179  , POS-170  ,    Research    ,2026-01-23,,"""""""""""Interview""""2""""""""""", 2026-02-06 
"""""""cand--7180""""""""""""""",  ,Research,"""""""""""2026--01--23""""""", LinkedIn ,Offer,   2026-02-08  
    CAND-7181    ,"""""""""""""""POS--170""""""""""",Research,N/A,   linkedin  ,   Hired , 2026-02-11  
  CAND-7182    ,  POS-170 , NULL ,   2026-01-27  ,  LinkedIn   ,N/A,  2026-01-27   
   cand-7182 ,  pos-170 ,"""""""""""""""Research""""""""""",   2026-01-27  ,  LinkedIn  , Rejected  ,  2026-01-27   
   CAND-7184   ,"""POS--170""", Research   ,#N/A, Job Fair   ,#N/A, NULL 
cand-7185, POS-170 ,research,   2026-01-17   , Company Website   ,   screened  ,2026-01-19
CAND-7186,"""POS--170""",Research,2026-01-17, Indeed , interview 1   , 2026-01-23   
CAND-7187,"""""""""""POS--170""""""""""",Research,2026-01-17,   LinkedIn , Rejected   ,    2026-01-29   
CAND-7188,  POS-170   ,Research, 2026-01-14 ,employee referral,APPLIED,2026-01-14
"""CAND--7189""","""POS--170""",  research  ,"""""""2026--01--14""""""",   Employee Referral ,  ,"""""""""""""""""""2026--01--19"""""""""""
CAND-7190,  POS-170  , Research   , NULL ,N/A,"""""""""""""""INTERVIEW""""1""""""""""",   2026-01-25   
    CAND-7191   , POS-170   , Research   ,"""""""""""""""2026--01--14""""""""""", company website ,"""""""""""Interview""""2""""""""""",2026-01-31
CAND-7192, POS-170   ,  Research ,"""""""2026--01--14""""""""""""""", Employee Referral  ,REJECTED,2026-02-06
 CAND-7193   ,   pos-170  ,   Research  ,  2026-01-24   ,  Company Website   , NULL ,"""""""""""2026--01--24"""""""""""
  CAND-7194   ,"""POS--170""",   research   ,"""""""""""""""2026--01--24""""""",COMPANY WEBSITE,N/A,2026-01-30
"""CAND--7195""", POS-170 ,"""""""""""""""Research""""""", 2026-01-27  ,   Job Fair   ,  applied ,2026-01-27
 CAND-7195  ,  POS-170 , Research  ,  2026-01-27  ,"""""""Job""""Fair""""""""""", APPLIED   ,   2026-01-27  
"""CAND--7197""",POS-170,RESEARCH,  2026-02-05  , Indeed   ,   Applied  , 2026-02-05   
  CAND-7198  ,"""""""""""POS--170""""""""""",  RESEARCH   ,   2026-02-05   ,,  ,2026-02-12
   CAND-7198 ,pos-170,Research, 2026-02-05  ,EMPLOYEE REFERRAL,rejected, 2026-02-12   
   CAND-7200   ,    POS-170    ,  research ,    2026-02-02   , employee referral   , Rejected  ,   2026-02-04 
CAND-7201, pos-170   ,RESEARCH,2026-01-19,    company website    , Applied   ,2026-01-19
CAND-7201, POS-170 ,   Research   ,2026-01-19, Company Website  ,  Applied   ,2026-01-19
 CAND-7202 ,POS-170,   RESEARCH ,   2026-01-19 ,  linkedin  ,Rejected, 2026-01-26   
"""""""""""""""CAND--7204""""""",  POS-170 , Research  , NULL ,,"""""""""""""""Rejected""""""""""",   2026-01-31 
"""""""""""CAND--7205""""""""""""""",  POS-170   , Research   ,   2026-01-16 , EMPLOYEE REFERRAL   ,N/A,   2026-01-16   
   CAND-7205  ,pos-170,   research   ,2026-01-16,"""Employee""""Referral""",Applied,"""""""2026--01--16"""""""""""
  CAND-7206   ,"""""""POS--170""""""","""""""Research""""""""""""""",2026-01-16,   LinkedIn  ,   Rejected   ,  2026-01-22 
"""""""""""""""CAND--7208""""""","""""""""""""""POS--170""""""""""""""","""""""""""""""Research""""""""""",    2026-01-15   ,  Indeed    ,   SCREENED  ,  2026-01-20 
  CAND-7209 ,  pos-170 ,   Research  ,"""""""""""2026--01--15""""""""""""""","""""""""""""""""""Company""""Website""""""""""""""","""""""interview""""1""""""""""",  2026-01-26   
 CAND-7210  ,   POS-170  ,  research ,2026-01-15,Employee Referral,   Interview 2 ,   2026-01-30  
"""CAND--7211""",#N/A,"""""""Research""""""""""""""",#N/A,   COMPANY WEBSITE   ,   OFFER ,    2026-02-03  
   CAND-7212  ,  ,  RESEARCH   ,  2026-01-15 ,  LinkedIn ,  HIRED   ,2026-02-10
cand-7213,   POS-170    , Research   ,"""2026--02--02""",Employee Referral,   applied ,"""2026--02--02"""
 CAND-7214 ,#N/A,, 2026-02-02   , Job Fair ,"""""""""""""""Screened""""""",#N/A
  CAND-7215 ,#N/A, NULL ,"""2026--02--02""", company website   ,   Rejected   ,2026-02-11
"""""""""""""""cand--7215""""""""""","""POS--170""",  Research  ,   2026-02-02 ,"""""""""""""""Company""""Website""""""""""""""",   Rejected   ,   2026-02-11 
CAND-7217,  POS-171  ,account,   2026-01-13  ,  , Screened   ,  2026-01-15  
,  POS-171   ,"""""""ACCOUNT""""""","""""""""""""""2026--01--13""""""""""", LINKEDIN   ,   Interview 1   ,2026-01-20
   CAND-7219  ,   POS-171   ,    ACCOUNT  ,"""2026--01--13""",  employee referral  ,"""""""""""""""Interview""""2""""""""""",    2026-01-25    
#N/A,   POS-171  ,   Account  ,   2026-01-13  ,   Company Website  ,  Offer   ,    2026-01-27    
"""""""""""""""CAND--7221""""""",   POS-171  ,  Account , 2026-01-13 ,"""Job""""Fair""","""""""""""Hired""""""""""",   2026-01-30  
"""""""CAND--7222""""""","""POS--171""", Account   ,,Job Fair,  Applied  ,  2025-12-29 
"""cand--7223""", pos-171  ,ACCOUNT, 2025-12-29   ,"""""""""""LinkedIn""""""""""""""",N/A,"""2025--12--31"""
   CAND-7224   ,"""pos--171""", Account  ,2025-12-11,"""""""""""""""Employee""""Referral""""""", applied , 2025-12-11 
CAND-7225,  pos-171  ,Account,   2025-12-11  ,Company Website, Screened ,"""""""2025--12--13"""""""
   CAND-7226   ,  ,  Account  ,"""""""""""""""2025--12--11""""""""""", Job Fair   ,N/A,"""""""""""""""2025--12--19"""""""
 CAND-7227 ,"""""""POS--171""""""","""""""""""account""""""""""""""",   2026-01-11   ,   Indeed   ,  Rejected   ,   2026-01-11   
  CAND-7227 , POS-171  ,"""""""""""""""Account""""""""""",2026-01-11,   Indeed ,   Rejected ,"""2026--01--11"""
 CAND-7228 ,   POS-171 ,  account  ,   2026-01-24   ,  Indeed ,Applied,  2026-01-24  
   CAND-7230   ,#N/A,   Account ,2026-02-01,indeed,, 2026-02-01  
,  POS-171 ,"""""""Account""""""", 2026-02-01  ,N/A,"""Screened""",2026-02-06
 CAND-7231  ,POS-171,"""""""account""""""""""""""",2026-02-01,   Indeed ,SCREENED,   2026-02-06  
 CAND-7233  ,  POS-171   ,"""""""Account""""""""""","""""""""""""""2026--02--01""""""""""""""",  ,  Rejected  ,"""""""2026--02--14"""""""
  CAND-7234 , NULL ,  ACCOUNT  ,2026-01-01,   Employee Referral  ,  Applied ,"""2026--01--01"""
"""""""""""""""CAND--7235""""""""""",   POS-171 ,"""ACCOUNT""",    2026-01-01   ,Indeed,Screened,   2026-01-05   
   CAND-7235   ,   POS-171  ,  Account   ,2026-01-01,  indeed ,Screened,   2026-01-05   
CAND-7237,    POS-171   , Account   ,N/A,   Employee Referral   ,,  2026-01-10  
    CAND-7238  , POS-171 ,   account ,   2026-01-01   ,    Indeed    ,Rejected,2026-01-14
 CAND-7239  , POS-171 ,  account ,   2026-02-06   , Indeed ,  ,  2026-02-06  
"""CAND--7240""", POS-171  ,   ACCOUNT  ,N/A,Job Fair,#N/A,2026-02-08
"""""""""""CAND--7241""""""""""",   POS-171   ,Account,"""""""""""2026--02--06""""""""""""""","""""""""""""""linkedin""""""""""",REJECTED,    2026-02-13  
#N/A,  POS-171   ,Account,   2025-12-24  ,  ,,N/A
  CAND-7243   ,   POS-171    ,"""""""""""""""""""Account""""""""""""""",  2025-12-24 ,"""Job""""Fair""","""""""Screened""""""""""""""",   2025-12-30  
 cand-7244 ,   pos-171  ,"""""""""""""""""""ACCOUNT""""""""""",2025-12-24, Company Website  ,N/A, 2026-01-02   
cand-7245,"""POS--171""",  Account    ,"""""""2025--12--24""""""","""""""""""""""LinkedIn""""""""""",  INTERVIEW 2 , 2026-01-05  
   CAND-7246  ,POS-171,  Account    ,  2025-12-24 , LinkedIn   ,  ,"""""""""""2026--01--11"""""""""""
 NULL ,  ,   Account   ,#N/A,#N/A, Hired   ,"""""""""""2026--01--16"""""""
CAND-7248,   POS-171  , Account  ,  2025-12-11    ,"""""""""""LinkedIn""""""""""",Rejected,   2025-12-11  
  CAND-7249  ,"""POS--171""",Account,"""""""""""2026--01--02""""""""""""""", LINKEDIN  ,  Applied   ,   2026-01-02   
CAND-7250,"""""""""""""""POS--171""""""""""", Account ,   2026-01-02 ,#N/A,  Screened   ,  2026-01-09   
   CAND-7251   ,   pos-171    ,   account  , 2026-01-02  ,Employee Referral,"""Interview""""1""",   2026-01-13  
"""""""""""""""CAND--7252""""""""""""""", POS-171 ,  ACCOUNT ,"""""""""""2026--01--02""""""""""""""", JOB FAIR ,"""""""""""Rejected""""""",  2026-01-18 
"""""""""""CAND--7253""""""",POS-171,  ACCOUNT   , 2026-02-06 ,  company website , Applied ,2026-02-06
CAND-7254,,   ACCOUNT  ,"""""""""""2026--02--06""""""""""""""", LinkedIn ,N/A, 2026-02-11 
  CAND-7255   , POS-171 ,   Account  ,2026-02-02, LinkedIn  ,"""""""""""""""Applied""""""","""2026--02--02"""
 CAND-7256 , pos-171 ,account,"""""""""""""""2026--02--02""""""",   LinkedIn  ,  screened   ,  2026-02-07    
    CAND-7257  ,N/A, account   ,"""""""""""2026--02--02""""""""""","""Company""""Website""", Rejected   ,"""""""""""2026--02--14"""""""""""""""
   CAND-7258 , POS-171 ,Account,N/A,N/A,  Applied  ,"""""""""""""""2026--01--23"""""""""""
CAND-7259,"""""""POS--171""""""""""",   Account ,"""2026--01--23""",,  Screened   ,   2026-01-25 
 CAND-7260 ,  POS-171  ,"""""""Account""""""""""""""","""2026--01--23""", NULL ,Interview 1,  
   CAND-7261  ,"""pos--171""","""""""""""""""""""Account""""""""""""""""""", 2026-01-23 ,"""company""""website""",Interview 2,N/A
  CAND-7262   ,POS-171,   account    , 2026-01-23 ,LinkedIn,OFFER,2026-02-09
   CAND-7263 ,"""""""""""""""POS--171""""""""""",  ACCOUNT   , 2026-01-23   ,   COMPANY WEBSITE , Hired   ,"""""""""""""""2026--02--15"""""""""""""""""""
CAND-7264,   POS-171   ,Account,   2026-01-25  , LinkedIn   ,N/A,#N/A
CAND-7265,   POS-171 ,"""""""""""Account""""""""""",2026-01-06, Job Fair , NULL ,  2026-01-06  
   CAND-7266   , POS-171  ,   Account    ,2026-01-06,  LinkedIn ,N/A,"""""""""""""""2026--01--13"""""""""""""""
  CAND-7267   , POS-171  ,   ACCOUNT  , 2025-12-20 ,employee referral,  Applied  ,2025-12-20
 CAND-7268 ,   POS-171  ,Account, NULL ,  ,"""""""REJECTED""""""",  2025-12-23 
  ,   POS-172  ,  Operations  ,N/A,"""""""""""Job""""Fair""""""""""""""",  ,2026-01-29
"""""""""""""""""""CAND--7270""""""""""""""",  pos-172    ,  Operations    ,  2026-01-29   ,"""""""""""""""Job""""Fair""""""",  REJECTED ,  2026-02-05  
CAND-7271, POS-172 ,Operations,  2025-11-02   ,  Job Fair    , rejected ,  2025-11-02 
#N/A,"""""""""""POS--172""""""""""",Operations,"""""""2026--01--24""""""""""""""","""LinkedIn""",  APPLIED , 2026-01-24 
   cand-7273   ,"""pos--172""", Operations ,  2026-01-24   ,   company website ,  , 2026-01-31  
,  POS-172  ,   Operations  , 2025-12-31 ,"""""""job""""fair""""""",Rejected, 2025-12-31   
    CAND-7275    ,   POS-172   ,   Operations   , 2025-12-07 , LINKEDIN  ,Applied, NULL 
"""""""CAND--7276""""""""""",  POS-172  , Operations ,  ,N/A,   Rejected   ,   2025-12-14   
   CAND-7277 , POS-172   ,Operations,N/A,COMPANY WEBSITE,   Applied  , 2025-11-08 
 CAND-7278  ,   POS-172 ,  OPERATIONS , 2025-11-08 ,"""job""""fair""",SCREENED, 2025-11-13   
  CAND-7279  ,"""""""POS--172""""""""""",   Operations   , NULL ,  employee referral   , Rejected   ,N/A
"""""""CAND--7279""""""",   POS-172   , OPERATIONS ,2025-11-08, employee referral  ,"""Rejected""",2025-11-20
   CAND-7281 , POS-172  , OPERATIONS  , 2026-02-06   , linkedin   , screened ,   2026-02-11 
"""""""""""""""CAND--7282""""""""""""""",   POS-172   ,Operations,   2026-02-06   ,Company Website,"""""""Rejected""""""",2026-02-13
 CAND-7283  ,  POS-172    ,"""""""Operations""""""""""","""2026--01--27""",Employee Referral,  APPLIED   ,2026-01-27
  CAND-7284  , pos-172   ,Operations,"""""""""""""""2026--01--27""""""""""",   Job Fair ,N/A, 2026-02-01 
CAND-7284,POS-172,   Operations ,2026-01-27,Job Fair,  REJECTED ,  2026-02-01  
   cand-7286   ,"""POS--172""","""""""""""Operations""""""""""""""","""""""""""""""2026--01--24""""""""""""""", LINKEDIN   ,   REJECTED ,   2026-01-31  
"""CAND--7287""",POS-172,  Operations ,"""2025--11--17""",   Employee Referral   ,   Applied   ,"""""""""""""""2025--11--17"""""""""""""""
   CAND-7288  ,  POS-172   , operations   ,  2025-11-17   ,  INDEED   ,, 2025-11-22  
"""""""""""CAND--7288""""""",POS-172,   OPERATIONS ,2025-11-17,"""""""""""""""indeed""""""",  Rejected  ,"""""""""""2025--11--22"""""""""""""""
  , NULL , Operations  ,  2025-11-06   ,,  Screened ,  2025-11-10   
CAND-7290,   POS-172 , OPERATIONS   ,2025-11-06,   Employee Referral , SCREENED  , 2025-11-10   
cand-7292,N/A, NULL ,2025-11-06, linkedin  , Interview 2  ,N/A
   cand-7293  ,"""""""""""""""pos--172""""""""""""""",  Operations   , NULL ,LinkedIn,, 2025-11-21   
 CAND-7294 ,POS-172,  Operations ,2025-11-29,  Job Fair , Rejected ,   2025-11-29   
CAND-7295,  POS-173   ,"""""""""""""""QC""""""""""""""",2025-12-01,"""Employee""""Referral""",Applied,"""""""""""2025--12--01"""""""""""
CAND-7296,  POS-173 ,QC,   2025-12-01 ,   Job Fair  ,"""""""""""""""Screened""""""""""",   2025-12-04   
   CAND-7297  ,"""""""""""""""pos--173""""""""""""""", NULL , 2025-12-01 ,"""""""""""""""""""Indeed""""""""""""""",Interview 1,   2025-12-11   
 CAND-7298 , NULL ,QC,  2025-12-01  , LINKEDIN ,   Interview 2  ,"""""""2025--12--17"""""""
 cand-7299   ,"""""""pos--173""""""", QC ,2025-12-01,"""job""""fair""",Rejected,"""""""""""2025--12--19"""""""""""""""""""
 CAND-7299  ,"""""""""""""""POS--173""""""""""""""","""""""""""""""QC""""""", 2025-12-01  ,   Job Fair  ,"""""""""""rejected""""""", 2025-12-19   
N/A,POS-173,  QC  ,   2025-12-19    ,   Employee Referral ,,2025-12-21
CAND-7302, NULL ,qc,   2025-12-19   ,job fair,   Rejected , 2025-12-27 
CAND-7303,POS-173,"""QC""",  ,  INDEED   ,  rejected    ,  2026-01-17   
 CAND-7304  , NULL ,"""""""QC""""""","""2025--11--22""","""EMPLOYEE""""REFERRAL""",  ,"""""""""""""""2025--11--22"""""""
#N/A,  POS-173 ,qc,2025-11-22, Company Website , SCREENED   ,2025-11-27
 NULL ,pos-173,"""""""""""""""qc""""""""""""""", NULL , NULL ,REJECTED,   2025-12-03 
 NULL , POS-173   ,   QC   ,  2025-12-24  ,  company website ,"""Applied""",   2025-12-24  
CAND-7308, POS-173 ,  QC    , 2025-12-24  ,Company Website,   Screened   ,  2025-12-27   
   CAND-7308  , POS-173 ,QC,2025-12-24,  Company Website ,  Screened  , 2025-12-27   
"""""""""""CAND--7310""""""""""""""",N/A,"""QC""",2025-12-24,"""""""Company""""Website""""""""""", REJECTED   ,  2026-01-08  
 NULL ,POS-173,  QC   ,,Indeed,APPLIED,2025-11-24
 CAND-7312 ,    POS-173    ,  QC   ,2025-11-24,"""""""""""company""""website""""""","""SCREENED""",  2025-11-27   
,"""""""POS--173""""""",qc, 2025-11-24   , NULL , rejected  ,  2025-12-01   
   CAND-7314   , POS-173 ,"""""""""""QC""""""""""",N/A,    COMPANY WEBSITE  , Applied ,  2026-01-22 
"""""""""""""""cand--7314""""""""""",  POS-173   , QC  , 2026-01-22   ,"""Company""""Website""","""""""""""Applied""""""""""",2026-01-22
"""""""""""""""""""CAND--7316""""""""""""""",   POS-173    ,"""qc""",2026-01-27,Employee Referral, Applied  ,   2026-01-27  
   CAND-7317 ,POS-173,  QC   ,"""2026--01--27""",Employee Referral,  Rejected   ,  2026-01-29   
CAND-7318, POS-173  ,QC,2025-12-03,"""""""""""""""Job""""Fair""""""""""""""",#N/A,   2025-12-03    
   cand-7319  ,"""""""""""""""pos--173""""""",  QC ,  2025-12-03   ,Employee Referral,    Screened  ,2025-12-06
"""""""CAND--7320""""""""""""""","""""""""""""""POS--173""""""""""",qc,   2025-12-03  ,#N/A,"""""""""""Rejected""""""""""""""", 2025-12-12   
  ,"""POS--173""",qc,#N/A,   company website   ,Rejected,"""""""""""2026--01--19"""""""
 CAND-7321   ,POS-173,qc, 2026-01-19   , Company Website  ,"""Rejected""",   2026-01-19  
 CAND-7323 ,pos-173,    QC   ,"""""""""""2025--11--22""""""""""""""",   employee referral  ,"""""""Screened""""""",
 cand-7324 ,   POS-173  ,"""""""QC""""""""""""""",2025-11-22,linkedin,  REJECTED   ,
   CAND-7325   ,   POS-173  ,"""qc""","""""""2025--11--26""""""",   LINKEDIN   ,Applied,2025-11-26
   CAND-7326  ,   POS-173    ,   QC , NULL ,    Employee Referral    ,"""""""""""""""screened""""""""""""""","""""""""""""""2025--11--28"""""""""""""""
 CAND-7327 ,  POS-173 ,  QC  ,   2025-11-26   , LinkedIn   , Rejected  ,  2025-12-01 
 CAND-7327  ,"""""""""""""""POS--173""""""""""""""",   QC   ,2025-11-26,  LinkedIn ,   REJECTED   ,2025-12-01
  cand-7329   , POS-173  ,   QC  ,"""""""""""2025--12--14""""""""""""""","""Company""""Website""", Rejected ,   2025-12-20 
"""""""""""""""CAND--7330""""""",POS-173,"""""""QC""""""", 2026-02-01  ,"""""""""""""""LinkedIn""""""""""""""",   Applied  ,   2026-02-01  
 CAND-7331  ,"""""""""""POS--173""""""","""QC""",   2026-02-01   ,"""""""""""Company""""Website""""""",  Screened   ,"""""""""""""""2026--02--08"""""""
  CAND-7332    ,    pos-173    , NULL ,2026-02-01,  ,Interview 1,   2026-02-10 
"""""""CAND--7332""""""""""""""","""""""POS--173""""""", QC ,   2026-02-01 ,"""""""""""""""linkedin""""""""""""""",interview 1,   2026-02-10  
 CAND-7334 ,POS-173,   QC   , NULL ,"""""""""""Employee""""Referral""""""",  ,"""""""""""2026--02--22"""""""""""""""
 CAND-7335  ,pos-173, NULL ,  2026-02-01 ,Job Fair,  hired  ,"""""""""""""""2026--02--28"""""""""""""""
cand-7335,POS-173, QC   ,2026-02-01,"""job""""fair""",  Hired   ,"""""""2026--02--28"""""""""""""""
   CAND-7337 ,POS-173,QC, 2026-01-22 , Job Fair ,Screened,
"""""""""""CAND--7338""""""""""", pos-173   ,QC,"""""""""""""""2026--01--22""""""",N/A, Interview 1  ,2026-01-29
 CAND-7338   ,POS-173,  QC   ,2026-01-22,  LinkedIn ,   Interview 1   ,"""""""2026--01--29"""""""""""
   CAND-7340  ,"""""""""""""""""""POS--173""""""""""""""""""",   QC ,#N/A,   LINKEDIN   ,  Offer ,    2026-02-09    
  CAND-7341  ,#N/A,,  2026-01-22  , INDEED   ,HIRED,   2026-02-13 
CAND-7342,N/A, QC   ,"""2025--11--26""", Indeed ,   rejected ,2025-11-26
"""CAND--7343""","""""""POS--173""""""""""""""","""""""QC""""""",  2025-12-15  ,"""""""""""""""Job""""Fair""""""",  Applied  ,   2025-12-15 
"""CAND--7343""","""""""POS--173""""""""""",   QC ,"""2025--12--15""","""Job""""Fair""",   Applied ,  2025-12-15 
"""CAND--7345""",  pos-174 ,"""""""Operations""""""""""", 2026-01-20 ,Employee Referral,#N/A,
"""""""CAND--7346""""""""""""""", POS-174   ,  Operations ,,  Employee Referral ,   Rejected  ,
"""CAND--7346""","""""""""""POS--174""""""""""",  Operations ,  2026-01-20   , Employee Referral   ,"""Rejected""",  2026-01-27 
